vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,id,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,driver_ids,vehicle_device_type,active_driver,adblue_consumed
1505916014645215232,1777435484000-632578958264631296-1505916014645215232,1777435484000,1777446566000,1,142.579,48.904,2.9154874856862425,632578958264631296,1777435484000,1505916014645215232,RJ47GA8530,11082000,1777446566000,1777435484000-632578958264631296-1505916014645215232,129.10552005017223,142.579,3.0,48.90360607961069,2.9155109700477744,150.19000000000233,48.9036060796107,,,,
1061350711461150720,1777454309000-632578958264631296-1061350711461150720,1777454309000,1777468239000,1,142.497,56.372,2.527797488114667,632578958264631296,1777454309000,1061350711461150720,RJ47GA4012,13930000,1777468239000,1777454309000-632578958264631296-1061350711461150720,148.82339307745423,142.497,3.850000000000364,56.372497377823564,2.527775185210387,145.125,56.37249737782356,,,,
1536393085787832320,1777455054000-632578958264631296-1536393085787832320,1777455054000,1777465906000,1,141.926,49.936,2.842157962191605,632578958264631296,1777455054000,1536393085787832320,NL01AK8055,10852000,1777465906000,1777455054000-632578958264631296-1536393085787832320,131.83021159949047,141.926,2.9499999999999886,49.93568621192821,2.8421758218694095,145.34000000000015,49.93568621192821,,,,
1405177997576634368,1777446783000-632578958264631296-1405177997576634368,1777446783000,1777464532000,1,141.258,45.013,3.138160087085953,632578958264631296,1777446783000,1405177997576634368,NL01AJ7420,17749000,1777464532000,1777446783000-632578958264631296-1405177997576634368,118.83402411710952,141.258,4.900000000000091,45.012887923147545,3.1381679007393597,149.72999999999593,45.012887923147545,,,,
1501934002158698496,1777420557000-632578958264631296-1501934002158698496,1777420557000,1777432837000,1,140.872,52.068,2.705538910655297,632578958264631296,1777420557000,1501934002158698496,NL01AK3123,12280000,1777432837000,1777420557000-632578958264631296-1501934002158698496,137.45821887681376,140.872,3.3999999999999773,52.06750715030824,2.7055645201782252,148.375,52.06750715030824,,,,
1536397466075660288,1777419744000-632578958264631296-1536397466075660288,1777419744000,1777430073000,1,140.088,34.411,4.0710238005289,632578958264631296,1777419744000,1536397466075660288,NL01AK8051,10329000,1777430073000,1777419744000-632578958264631296-1536397466075660288,90.84399080256192,140.088,2.8499999999999943,34.410602576727996,4.071070818583745,142.85500000000047,34.410602576727996,,,,
1142833661045899264,1777418834000-632578958264631296-1142833661045899264,1777418834000,1777431044000,1,139.99,26.279,5.327067240001522,632578958264631296,1777418834000,1142833661045899264,RJ47GA6293,12210000,1777431044000,1777418834000-632578958264631296-1142833661045899264,69.37525297921309,139.99,3.3499999999994543,26.278504916368593,5.327167601258844,147.80000000001746,26.278504916368593,,,,
931856805720489984,1777440119000-632578958264631296-931856805720489984,1777440119000,1777452793000,1,139.448,37.272,3.7413608070401376,632578958264631296,1777440119000,931856805720489984,RJ47GA4708,12674000,1777452793000,1777440119000-632578958264631296-931856805720489984,98.39693632578226,139.448,0.0,37.27156679006904,3.7414042931287708,144.0,37.27156679006904,,,,
927179928254808064,1777422063000-632578958264631296-927179928254808064,1777422063000,1777434014000,1,139.394,49.933,2.791620771834258,632578958264631296,1777422063000,927179928254808064,RJ47GA3343,11951000,1777434014000,1777422063000-632578958264631296-927179928254808064,131.82225709899294,139.394,0.0,49.93267314355793,2.791639045625258,,49.93267314355793,,,,
944587945103327232,1777422985000-632578958264631296-944587945103327232,1777422985000,1777434237000,1,139.364,52.506,2.654249038205158,632578958264631296,1777422985000,944587945103327232,RJ47GA3791,11252000,1777434237000,1777422985000-632578958264631296-944587945103327232,138.61667097333563,139.364,3.0499999999992724,52.50631476262713,2.654233126625682,136.875,52.50631476262713,,,,
