account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,id,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,driver_ids,vehicle_device_type,active_driver,adblue_consumed
632578958264631296,1777455819000,1454186236603269120,Rj47GA5305,2080000,1777457899000,1777455819000-632578958264631296-1454186236603269120,,,,,,,,,,,
632578958264631296,1777474427000,1461772563532218368,NL01AK1959,6486000,1777480913000,1777474427000-632578958264631296-1461772563532218368,,,,,,,,,,,
632578958264631296,1777473951000,1462138214197231616,RJ47GA5984,1055000,1777475006000,1777473951000-632578958264631296-1462138214197231616,,,,,,,,,,,
632578958264631296,1777481754000,1462138501628690432,RJ47GA5314,1542000,1777483296000,1777481754000-632578958264631296-1462138501628690432,,,,,,,,,,,
632578958264631296,1777479537000,1462138758710165504,RJ14GQ0822,801000,1777480338000,1777479537000-632578958264631296-1462138758710165504,,,,,,,,,,,
632578958264631296,1777460884000,1462138758710165504,RJ14GQ0822,911000,1777461795000,1777460884000-632578958264631296-1462138758710165504,,,,,,,,,,,
632578958264631296,1777459943000,1462138758710165504,RJ14GQ0822,279000,1777460222000,1777459943000-632578958264631296-1462138758710165504,,,,,,,,,,,
632578958264631296,1777467306000,1464253789857906688,NL01AK1965,477000,1777467783000,1777467306000-632578958264631296-1464253789857906688,,,,,,,,,,,
632578958264631296,1777479222000,1464260641047969792,NL01AK1966,330000,1777479552000,1777479222000-632578958264631296-1464260641047969792,,,,,,,,,,,
632578958264631296,1777485500000,1464269416886697984,NL01AK1963,299000,1777485799000,1777485500000-632578958264631296-1464269416886697984,,,,,,,,,,,
632578958264631296,1777474912000,1464269416886697984,NL01AK1963,780000,1777475692000,1777474912000-632578958264631296-1464269416886697984,,,,,,,,,,,
632578958264631296,1777453958000,1464269416886697984,NL01AK1963,222000,1777454180000,1777453958000-632578958264631296-1464269416886697984,,,,,,,,,,,
632578958264631296,1777446110000,1464269416886697984,NL01AK1963,907000,1777447017000,1777446110000-632578958264631296-1464269416886697984,,,,,,,,,,,
632578958264631296,1777464349000,1464286463544786944,NL01AK1962,585000,1777464934000,1777464349000-632578958264631296-1464286463544786944,,,,,,,,,,,
632578958264631296,1777478572000,1464286677953413120,NL01AK1958,295000,1777478867000,1777478572000-632578958264631296-1464286677953413120,,,,,,,,,,,
632578958264631296,1777446084000,1464286677953413120,NL01AK1958,202000,1777446286000,1777446084000-632578958264631296-1464286677953413120,,,,,,,,,,,
632578958264631296,1777484856000,1464286808345935872,NL01AK1960,906000,1777485762000,1777484856000-632578958264631296-1464286808345935872,,,,,,,,,,,
632578958264631296,1777483007000,1464286808345935872,NL01AK1960,105000,1777483112000,1777483007000-632578958264631296-1464286808345935872,,,,,,,,,,,
632578958264631296,1777481845000,1464286808345935872,NL01AK1960,449000,1777482294000,1777481845000-632578958264631296-1464286808345935872,,,,,,,,,,,
632578958264631296,1777481538000,1464286808345935872,NL01AK1960,134000,1777481672000,1777481538000-632578958264631296-1464286808345935872,,,,,,,,,,,
632578958264631296,1777481406000,1464286808345935872,NL01AK1960,84000,1777481490000,1777481406000-632578958264631296-1464286808345935872,,,,,,,,,,,
