vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,load_estimation,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,driver_ids,active_driver,adblue_consumed
1536014563953082368,1789216244000-632578958264631296-1536014563953082368,1789216244000,1789231079000,1,157.418,46.471,3.38744593402337,632578958264631296,1789216244000,1536014563953082368,NL01AK9204,14835000,1789231079000,"{'confidence': 65.2, 'count': 17, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 50078.29080389015, 'std': 14365.208835275287, 'timestamp': 1789231083472}",122.68272886361265,4.100000000000023,46.470730630156304,3.3874655695180005,161.3199999999997,46.470730630156304,1789216244000-632578958264631296-1536014563953082368,157.418,,,
1479440816106635264,1789257375000-632578958264631296-1479440816106635264,1789257375000,1789271593000,1,156.151,51.139,3.0534621326189404,632578958264631296,1789257375000,1479440816106635264,NL01AK3099,14218000,1789271593000,"{'confidence': 0, 'count': 2, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 75682.33896400961, 'std': 21100.421848615573, 'timestamp': 1789271710173}",135.00597629207326,3.900000000000091,51.138627383361076,3.0534843813740435,165.75,51.138627383361076,1789257375000-632578958264631296-1479440816106635264,156.151,,,
1067775974323519488,1789202320000-632578958264631296-1067775974323519488,1789202320000,1789216552000,1,156.08,46.07,3.3878879965270245,632578958264631296,1789202320000,1067775974323519488,RJ14GP9560,14232000,1789216552000,"{'confidence': 53.7, 'count': 10, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 40224.120946936775, 'std': 11778.970994233834, 'timestamp': 1789216557966}",121.62565927259787,3.899999999999636,46.070325482044645,3.3878640614516673,159.89999999999418,46.070325482044645,1789202320000-632578958264631296-1067775974323519488,156.08,,,
870275474985582592,1789204240000-632578958264631296-870275474985582592,1789204240000,1789219334000,1,155.631,49.984,3.113616357234315,632578958264631296,1789204240000,870275474985582592,RJ47GA4502,15094000,1789219334000,"{'confidence': 43.3, 'count': 4, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 54174.90928767348, 'std': 12276.044287858189, 'timestamp': 1789219342868}",131.9566193565074,4.100000000000364,49.98356793807098,3.1136432715812696,162.59999999997672,49.98356793807098,1789204240000-632578958264631296-870275474985582592,155.631,,,1.927108513828134
1083727048683290624,1789216673000-632578958264631296-1083727048683290624,1789216673000,1789230561000,1,154.96,52.474,2.953081526089111,632578958264631296,1789216673000,1083727048683290624,RJ47GA6340,13888000,1789230561000,"{'confidence': 63.4, 'count': 17, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 53551.929853900314, 'std': 16152.785528538318, 'timestamp': 1789230571569}",138.53176196900185,3.850000000000364,52.47415226098555,2.9530729573160257,164.39999999996508,52.47415226098555,1789216673000-632578958264631296-1083727048683290624,154.96,,,
1083727048683290624,1789185348000-632578958264631296-1083727048683290624,1789185348000,1789198373000,1,154.859,59.25,2.613654008438819,632578958264631296,1789185348000,1083727048683290624,RJ47GA6340,13025000,1789198373000,"{'confidence': 72.8, 'count': 22, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 2}, 'load_class': 'HIGH', 'mean': 66631.5416778484, 'std': 16992.339034138735, 'timestamp': 1789198413251}",156.42076593470827,3.550000000000182,59.25029012678343,2.6136412103406346,164.5,59.25029012678343,1789185348000-632578958264631296-1083727048683290624,154.859,,,
966383863687282688,1789205359000-632578958264631296-966383863687282688,1789205359000,1789219186000,1,153.814,45.607,3.372596311969654,632578958264631296,1789205359000,966383863687282688,RJ47GA4672,13827000,1789219186000,"{'confidence': 76.6, 'count': 7, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 31023.638141384814, 'std': 3849.2811507499914, 'timestamp': 1789219193633}",120.40301495485885,3.8000000000010914,45.607202634416225,3.372581327404818,159.29999999998836,45.607202634416225,1789205359000-632578958264631296-966383863687282688,153.814,,,
873900831743672320,1789205407000-632578958264631296-873900831743672320,1789205407000,1789219337000,1,153.785,51.372,2.993556801370396,632578958264631296,1789205407000,873900831743672320,RJ14GN1587,13930000,1789219337000,"{'confidence': 31.7, 'count': 6, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 59295.95443185321, 'std': 19833.366205091188, 'timestamp': 1789219343301}",135.6229082783365,3.7999999999992724,51.37231374179412,2.9935385190737027,160.70000000001164,51.372313741794116,1789205407000-632578958264631296-873900831743672320,153.785,,,1.8514073155436197
966383863687282688,1789189825000-632578958264631296-966383863687282688,1789189825000,1789202721000,1,153.495,42.383,3.621617157822712,632578958264631296,1789189825000,966383863687282688,RJ47GA4672,12896000,1789202721000,"{'confidence': 81.6, 'count': 4, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 62941.650344749025, 'std': 4621.434865465172, 'timestamp': 1789202857597}",111.89121450531859,3.5,42.38303579746916,3.621614098940164,158.79999999998836,42.38303579746916,1789189825000-632578958264631296-966383863687282688,153.495,,,
939141093658722304,1789218177000-632578958264631296-939141093658722304,1789218177000,1789231817000,1,153.458,51.95,2.95395572666025,632578958264631296,1789218177000,939141093658722304,RJ47GA3768,13640000,1789231817000,"{'confidence': 65.2, 'count': 17, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 55561.88956376549, 'std': 15941.05260229688, 'timestamp': 1789231826184}",137.14810446076896,3.75,51.950039568473095,2.9539534767386204,174.375,51.950039568473095,1789218177000-632578958264631296-939141093658722304,153.458,,,
946032744595456000,1789195697000-632578958264631296-946032744595456000,1789195697000,1789209931000,1,153.184,61.491,2.4911613081589175,632578958264631296,1789195697000,946032744595456000,RJ47GA3516,14234000,1789209931000,"{'confidence': 82.1, 'count': 26, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 65345.612065615, 'std': 11944.900972980657, 'timestamp': 1789209939444}",162.33663921466433,3.900000000001455,61.491151217675885,2.491155181950255,156.75,61.49115121767588,1789195697000-632578958264631296-946032744595456000,153.184,,,
1385588816730914816,1789204061000-632578958264631296-1385588816730914816,1789204061000,1789218530000,1,152.972,66.613,2.29642862504316,632578958264631296,1789204061000,1385588816730914816,NL01AJ5694,14469000,1789218530000,"{'confidence': 79.3, 'count': 37, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 68494.19860217554, 'std': 17286.47573849206, 'timestamp': 1789218851473}",175.8587829607135,3.950000000000273,66.61317536390663,2.296422579532001,159.75,66.61317536390663,1789204061000-632578958264631296-1385588816730914816,152.972,,,
1049976646406242304,1789187162000-632578958264631296-1049976646406242304,1789187162000,1789199495000,1,152.894,62.091,2.46241806380957,632578958264631296,1789187162000,1049976646406242304,RJ47GA5534,12333000,1789199495000,"{'confidence': 66.7, 'count': 13, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 55433.7548579321, 'std': 13317.67736434611, 'timestamp': 1789199555068}",163.91952010974722,3.399999999999636,62.090727314298185,2.462428878084534,162.60000000003492,62.090727314298185,1789187162000-632578958264631296-1049976646406242304,152.894,,,
860147487929794560,1789212990000-632578958264631296-860147487929794560,1789212990000,1789227494000,1,152.697,30.898,4.941970354068225,632578958264631296,1789212990000,860147487929794560,RJ47GA4003,14504000,1789227494000,"{'confidence': 79.5, 'count': 9, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 26090.235207985264, 'std': 3213.40806004445, 'timestamp': 1789227501401}",81.56975615986524,4.0,30.897634909039862,4.942028749110656,164.625,30.897634909039862,1789212990000-632578958264631296-860147487929794560,152.697,,,
