vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,fuel_consumed,odo_distance_km,raw_fuel_consumed,id,distance,mileage,engine_hours,active_driver,driver_ids,vehicle_device_type
1326601811460620288,1784168070000-642689989225816064-1326601811460620288,1784168070000,1784183829000,1,198.698,73.245,2.712785855689808,642689989225816064,1784168070000,1326601811460620288,MP09AE9054,15759000,1784183829000,193.36557998629596,73.24453787359695,196.64000000001397,73.24453787359695,1784168070000-642689989225816064-1326601811460620288,198.698,2.71280297164147,4.340555555554602,,,
1534933431186620416,1784220477000-642689989225816064-1534933431186620416,1784220477000,1784235445000,1,198.564,50.242,3.9521515863222008,642689989225816064,1784220477000,1534933431186620416,MP09BL8455,14968000,1784235445000,132.6380749955446,50.24169507406992,196.75,50.24169507406992,1784220477000-642689989225816064-1534933431186620416,198.564,3.952175572644646,4.126388888888869,,,
1326601969871093760,1784244246000-642689989225816064-1326601969871093760,1784244246000,1784257847000,1,198.242,56.588,3.503251572771612,642689989225816064,1784244246000,1326601969871093760,MP09BN3893,13601000,1784257847000,149.39219557373542,56.587952868839174,196.52999999999884,56.587952868839174,1784244246000-642689989225816064-1326601969871093760,198.242,3.5032544905713365,3.6983333333332666,,,
566305663035146240,1784209819000-642689989225816064-566305663035146240,1784209819000,1784224505000,1,198.105,42.751,4.633926691773292,642689989225816064,1784209819000,566305663035146240,MP09AF2754,14686000,1784224505000,112.86383242842135,42.75145167743233,,34.78474158333334,1784209819000-642689989225816064-566305663035146240,198.105,4.633877733433221,2.5740833333333395,,,
1430193762327330816,1784219668000-642689989225816064-1430193762327330816,1784219668000,1784248063000,2,197.6,53.172,3.716241630933574,642689989225816064,1784219668000,1430193762327330816,MP09AN2545,28395000,1784248063000,317.46000000000004,120.25,444.9000000000233,120.25,1784219668000-642689989225816064-1430193762327330816,432.306,3.595060291060291,7.650000000000546,,,
1557834963942899712,1784178441000-642689989225816064-1557834963942899712,1784178441000,1784193210000,1,197.204,60.581,3.255212030174477,642689989225816064,1784178441000,1557834963942899712,MP09BQ8912,14769000,1784193210000,159.9329543830434,60.58066453903159,,60.58066453903159,1784178441000-642689989225816064-1557834963942899712,197.204,3.2552300556713636,4.065555555555534,,,
1534933431186620416,1784182615000-642689989225816064-1534933431186620416,1784182615000,1784196877000,1,197.107,59.199,3.329566377810436,642689989225816064,1784182615000,1534933431186620416,MP09BL8455,14262000,1784196877000,156.28459900332075,59.1987117436821,195.2899999999936,59.19861174368209,1784182615000-642689989225816064-1534933431186620416,197.107,3.3295825904697325,3.882222222222481,,,
1533070725588451328,1784177226000-642689989225816064-1533070725588451328,1784177226000,1784191665000,1,197.094,61.753,3.1916506080676244,642689989225816064,1784177226000,1533070725588451328,MP09BQ7645,14439000,1784191665000,163.0266518606611,61.75251964418981,,61.75251964418981,1784177226000-642689989225816064-1533070725588451328,197.094,3.1916754350369936,3.9736111111110404,,,
1326601705701244928,1784180143000-642689989225816064-1326601705701244928,1784180143000,1784195284000,1,197.067,62.286,3.1639052114439843,642689989225816064,1784180143000,1326601705701244928,MP09DU7263,15141000,1784195284000,164.43481901928217,62.28591629518264,195.31999999994878,62.28591629518264,1784180143000-642689989225816064-1326601705701244928,197.067,3.1639094633539444,4.157222222222117,,,
1326601836949405696,1784173562000-642689989225816064-1326601836949405696,1784173562000,1784188144000,1,197.041,65.53,3.0068823439645964,642689989225816064,1784173562000,1326601836949405696,MP09DY9036,14582000,1784188144000,172.99861180814295,65.52977720005414,195.9200000000419,65.52977720005414,1784173562000-642689989225816064-1326601836949405696,197.041,3.0068925673050693,3.9952777777780284,,,
